ENSG00000147443.11	DOK2
ENSG00000211753.3	TRBV28
ENSG00000278195.1	SSTR3
ENSG00000120913.22	PDLIM2
ENSG00000213080.3	AL354714.2
ENSG00000269054.1	AC012313.6
ENSG00000227981.2	AC012668.1
ENSG00000064886.12	CHI3L2
ENSG00000267395.4	DM1-AS
ENSG00000241697.4	TMEFF1
ENSG00000196611.4	MMP1
ENSG00000197483.9	ZNF628
ENSG00000145217.12	SLC26A1
ENSG00000167895.13	TMC8
ENSG00000245468.3	LINC02447
ENSG00000112096.15	SOD2
ENSG00000100351.15	GRAP2
ENSG00000126264.8	HCST
ENSG00000233527.7	ZNF529-AS1
ENSG00000135486.16	HNRNPA1
ENSG00000263412.1	NFE2L1-DT
ENSG00000127507.16	ADGRE2
ENSG00000114739.12	ACVR2B
ENSG00000007312.11	CD79B
ENSG00000114446.4	IFT57
ENSG00000196268.10	ZNF493
ENSG00000198768.9	APCDD1L
ENSG00000196169.13	KIF19
ENSG00000198483.11	ANKRD35
ENSG00000166501.11	PRKCB
ENSG00000165178.9	NCF1C
ENSG00000211836.1	TRAJ54
ENSG00000267369.1	TAF5LP1
ENSG00000272953.1	AC092171.4
ENSG00000253716.4	MINCR
ENSG00000131055.4	COX4I2
ENSG00000002933.6	TMEM176A
ENSG00000235919.4	ASH1L-AS1
ENSG00000126500.3	FLRT1
ENSG00000166073.7	GPR176
ENSG00000162437.13	RAVER2
ENSG00000017427.14	IGF1
ENSG00000140067.6	FAM181A
ENSG00000171045.13	TSNARE1
ENSG00000116016.12	EPAS1
ENSG00000272758.4	AC083798.2
ENSG00000076924.10	XAB2
ENSG00000200789.1	RNU1-65P
ENSG00000224790.1	AP000704.1
ENSG00000202411.1	RNA5SP259
ENSG00000139220.15	PPFIA2
ENSG00000259398.1	AC090970.1
ENSG00000165730.13	STOX1
ENSG00000176428.5	VPS37D
ENSG00000231160.8	KLF3-AS1
ENSG00000108839.10	ALOX12
ENSG00000211771.1	TRBJ2-7
ENSG00000227507.2	LTB
ENSG00000172977.11	KAT5
ENSG00000261251.1	Z97055.2
ENSG00000145916.17	RMND5B
ENSG00000276953.1	TRBV12-4
ENSG00000273669.1	AC015819.1
ENSG00000187624.8	C17orf97
ENSG00000198453.11	ZNF568
ENSG00000163645.13	ERICH6
ENSG00000169403.10	PTAFR
ENSG00000198169.7	ZNF251
ENSG00000152382.5	TADA1
ENSG00000226174.5	TEX22
ENSG00000142512.13	SIGLEC10
ENSG00000148680.14	HTR7
ENSG00000249790.2	AC092490.1
ENSG00000197142.9	ACSL5
ENSG00000137745.10	MMP13
ENSG00000211747.3	TRBV20-1
ENSG00000132000.10	PODNL1
ENSG00000247903.1	AC024896.1
ENSG00000122420.8	PTGFR
ENSG00000110693.14	SOX6
ENSG00000024422.10	EHD2
ENSG00000103472.8	RRN3P2
ENSG00000087494.14	PTHLH
ENSG00000137106.16	GRHPR
ENSG00000125538.10	IL1B
ENSG00000171148.12	TADA3
ENSG00000233493.3	TMEM238
ENSG00000185414.18	MRPL30
ENSG00000258352.1	IFITM3P6
ENSG00000090376.7	IRAK3
ENSG00000119888.9	EPCAM
ENSG00000127337.5	YEATS4
ENSG00000132704.14	FCRL2
ENSG00000103510.18	KAT8
ENSG00000178776.4	C5orf46
ENSG00000169855.18	ROBO1
ENSG00000275213.1	Metazoa_SRP
ENSG00000230918.1	DPP4-DT
ENSG00000124491.14	F13A1
ENSG00000115594.10	IL1R1
ENSG00000163600.11	ICOS
ENSG00000174944.7	P2RY14
ENSG00000154133.13	ROBO4
ENSG00000035141.6	FAM136A
ENSG00000138629.14	UBL7
ENSG00000103067.10	ESRP2
ENSG00000132478.8	UNK
ENSG00000261097.1	LINC00563
ENSG00000162458.11	FBLIM1
ENSG00000087301.7	TXNDC16
ENSG00000165209.17	STRBP
ENSG00000241352.3	AC007688.2
ENSG00000223509.7	AC135983.2
ENSG00000196700.6	ZNF512B
ENSG00000035928.13	RFC1
ENSG00000182566.11	CLEC4G
ENSG00000188257.9	PLA2G2A
ENSG00000273265.1	CNNM3-DT
ENSG00000271415.1	RPL23AP90
ENSG00000114120.10	SLC25A36
ENSG00000250772.4	LINC01365
ENSG00000262621.3	AC025283.2
ENSG00000245571.5	FAM111A-DT
ENSG00000277030.1	MIR8071-2
ENSG00000263453.1	AL162291.1
ENSG00000138942.14	RNF185
ENSG00000203995.8	ZYG11A
ENSG00000146285.12	SCML4
ENSG00000072210.17	ALDH3A2
ENSG00000228651.1	AC074327.1
ENSG00000188822.7	CNR2
ENSG00000134013.14	LOXL2
ENSG00000151353.13	TMEM18
ENSG00000152582.11	SPEF2
ENSG00000204482.9	LST1
ENSG00000196388.7	INCA1
ENSG00000151748.13	SAV1
ENSG00000186765.10	FSCN2
ENSG00000202337.1	RNU6-8
ENSG00000259448.2	LINC02352
ENSG00000259385.1	AC066612.2
ENSG00000258489.3	AC027013.1
ENSG00000171631.13	P2RY6
ENSG00000087085.12	ACHE
ENSG00000161010.13	MRNIP
ENSG00000138231.11	DBR1
ENSG00000202343.1	AL078581.1
ENSG00000142552.6	RCN3
ENSG00000153071.13	DAB2
ENSG00000204592.8	HLA-E
ENSG00000176834.12	VSIG10
ENSG00000135473.13	PAN2
ENSG00000001461.15	NIPAL3
ENSG00000278017.1	AC064801.1
ENSG00000027869.10	SH2D2A
ENSG00000131480.7	AOC2
ENSG00000122861.14	PLAU
ENSG00000155962.11	CLIC2
ENSG00000205562.2	AL049775.1
ENSG00000230454.1	U73166.1
ENSG00000249348.1	UGDH-AS1
ENSG00000112357.11	PEX7
ENSG00000271503.4	CCL5
ENSG00000246273.5	SBF2-AS1
ENSG00000272717.1	AC112236.2
ENSG00000228412.5	LNC-LBCS
ENSG00000106952.6	TNFSF8
ENSG00000136280.14	CCM2
ENSG00000158481.11	CD1C
ENSG00000239636.1	TFAP2E-AS1
ENSG00000138755.5	CXCL9
ENSG00000167207.10	NOD2
ENSG00000175426.9	PCSK1
ENSG00000175841.8	FAM172BP
ENSG00000106565.16	TMEM176B
ENSG00000234511.7	C5orf58
ENSG00000230474.1	ATP6V1G1P7
ENSG00000241879.1	KLF3P2
ENSG00000271858.4	Z84492.1
ENSG00000170502.11	NUDT9
ENSG00000166278.13	C2
ENSG00000110717.9	NDUFS8
ENSG00000148362.9	PAXX
ENSG00000174325.4	DIRC1
ENSG00000278383.1	AL031673.1
ENSG00000126016.12	AMOT
ENSG00000122203.13	KIAA1191
ENSG00000243355.1	AC012123.2
ENSG00000264976.1	AC009478.2
ENSG00000185630.17	PBX1
ENSG00000092531.8	SNAP23
ENSG00000186897.4	C1QL4
